image_id,split,tiff_image_path,tif_label_path
10828660_15,train,data/tiff/train/10828660_15.tiff,data/tiff/train_labels/10828660_15.tif
10828675_15,train,data/tiff/train/10828675_15.tiff,data/tiff/train_labels/10828675_15.tif
10828690_15,train,data/tiff/train/10828690_15.tiff,data/tiff/train_labels/10828690_15.tif
10828705_15,train,data/tiff/train/10828705_15.tiff,data/tiff/train_labels/10828705_15.tif
10828735_15,train,data/tiff/train/10828735_15.tiff,data/tiff/train_labels/10828735_15.tif
10828750_15,train,data/tiff/train/10828750_15.tiff,data/tiff/train_labels/10828750_15.tif
10828765_15,train,data/tiff/train/10828765_15.tiff,data/tiff/train_labels/10828765_15.tif
10828780_15,train,data/tiff/train/10828780_15.tiff,data/tiff/train_labels/10828780_15.tif
10828795_15,train,data/tiff/train/10828795_15.tiff,data/tiff/train_labels/10828795_15.tif
10828810_15,train,data/tiff/train/10828810_15.tiff,data/tiff/train_labels/10828810_15.tif
10828825_15,train,data/tiff/train/10828825_15.tiff,data/tiff/train_labels/10828825_15.tif
10828855_15,train,data/tiff/train/10828855_15.tiff,data/tiff/train_labels/10828855_15.tif
10828870_15,train,data/tiff/train/10828870_15.tiff,data/tiff/train_labels/10828870_15.tif
10828900_15,train,data/tiff/train/10828900_15.tiff,data/tiff/train_labels/10828900_15.tif
10978645_15,train,data/tiff/train/10978645_15.tiff,data/tiff/train_labels/10978645_15.tif
10978660_15,train,data/tiff/train/10978660_15.tiff,data/tiff/train_labels/10978660_15.tif
10978675_15,train,data/tiff/train/10978675_15.tiff,data/tiff/train_labels/10978675_15.tif
10978690_15,train,data/tiff/train/10978690_15.tiff,data/tiff/train_labels/10978690_15.tif
10978705_15,train,data/tiff/train/10978705_15.tiff,data/tiff/train_labels/10978705_15.tif
10978720_15,train,data/tiff/train/10978720_15.tiff,data/tiff/train_labels/10978720_15.tif
10978750_15,train,data/tiff/train/10978750_15.tiff,data/tiff/train_labels/10978750_15.tif
10978765_15,train,data/tiff/train/10978765_15.tiff,data/tiff/train_labels/10978765_15.tif
10978780_15,train,data/tiff/train/10978780_15.tiff,data/tiff/train_labels/10978780_15.tif
10978810_15,train,data/tiff/train/10978810_15.tiff,data/tiff/train_labels/10978810_15.tif
10978825_15,train,data/tiff/train/10978825_15.tiff,data/tiff/train_labels/10978825_15.tif
10978840_15,train,data/tiff/train/10978840_15.tiff,data/tiff/train_labels/10978840_15.tif
10978855_15,train,data/tiff/train/10978855_15.tiff,data/tiff/train_labels/10978855_15.tif
10978870_15,train,data/tiff/train/10978870_15.tiff,data/tiff/train_labels/10978870_15.tif
10978885_15,train,data/tiff/train/10978885_15.tiff,data/tiff/train_labels/10978885_15.tif
10978900_15,train,data/tiff/train/10978900_15.tiff,data/tiff/train_labels/10978900_15.tif
10978915_15,train,data/tiff/train/10978915_15.tiff,data/tiff/train_labels/10978915_15.tif
10978930_15,train,data/tiff/train/10978930_15.tiff,data/tiff/train_labels/10978930_15.tif
10978945_15,train,data/tiff/train/10978945_15.tiff,data/tiff/train_labels/10978945_15.tif
11128645_15,train,data/tiff/train/11128645_15.tiff,data/tiff/train_labels/11128645_15.tif
11128660_15,train,data/tiff/train/11128660_15.tiff,data/tiff/train_labels/11128660_15.tif
11128675_15,train,data/tiff/train/11128675_15.tiff,data/tiff/train_labels/11128675_15.tif
11128690_15,train,data/tiff/train/11128690_15.tiff,data/tiff/train_labels/11128690_15.tif
11128705_15,train,data/tiff/train/11128705_15.tiff,data/tiff/train_labels/11128705_15.tif
11128720_15,train,data/tiff/train/11128720_15.tiff,data/tiff/train_labels/11128720_15.tif
11128735_15,train,data/tiff/train/11128735_15.tiff,data/tiff/train_labels/11128735_15.tif
11128750_15,train,data/tiff/train/11128750_15.tiff,data/tiff/train_labels/11128750_15.tif
11128765_15,train,data/tiff/train/11128765_15.tiff,data/tiff/train_labels/11128765_15.tif
11128780_15,train,data/tiff/train/11128780_15.tiff,data/tiff/train_labels/11128780_15.tif
11128795_15,train,data/tiff/train/11128795_15.tiff,data/tiff/train_labels/11128795_15.tif
11128810_15,train,data/tiff/train/11128810_15.tiff,data/tiff/train_labels/11128810_15.tif
11128825_15,train,data/tiff/train/11128825_15.tiff,data/tiff/train_labels/11128825_15.tif
11128840_15,train,data/tiff/train/11128840_15.tiff,data/tiff/train_labels/11128840_15.tif
11128855_15,train,data/tiff/train/11128855_15.tiff,data/tiff/train_labels/11128855_15.tif
11128885_15,train,data/tiff/train/11128885_15.tiff,data/tiff/train_labels/11128885_15.tif
11128900_15,train,data/tiff/train/11128900_15.tiff,data/tiff/train_labels/11128900_15.tif
11128915_15,train,data/tiff/train/11128915_15.tiff,data/tiff/train_labels/11128915_15.tif
11128930_15,train,data/tiff/train/11128930_15.tiff,data/tiff/train_labels/11128930_15.tif
11128945_15,train,data/tiff/train/11128945_15.tiff,data/tiff/train_labels/11128945_15.tif
11278645_15,train,data/tiff/train/11278645_15.tiff,data/tiff/train_labels/11278645_15.tif
11278660_15,train,data/tiff/train/11278660_15.tiff,data/tiff/train_labels/11278660_15.tif
11278675_15,train,data/tiff/train/11278675_15.tiff,data/tiff/train_labels/11278675_15.tif
11278690_15,train,data/tiff/train/11278690_15.tiff,data/tiff/train_labels/11278690_15.tif
11278705_15,train,data/tiff/train/11278705_15.tiff,data/tiff/train_labels/11278705_15.tif
11278720_15,train,data/tiff/train/11278720_15.tiff,data/tiff/train_labels/11278720_15.tif
11278735_15,train,data/tiff/train/11278735_15.tiff,data/tiff/train_labels/11278735_15.tif
11278750_15,train,data/tiff/train/11278750_15.tiff,data/tiff/train_labels/11278750_15.tif
11278765_15,train,data/tiff/train/11278765_15.tiff,data/tiff/train_labels/11278765_15.tif
11278780_15,train,data/tiff/train/11278780_15.tiff,data/tiff/train_labels/11278780_15.tif
11278795_15,train,data/tiff/train/11278795_15.tiff,data/tiff/train_labels/11278795_15.tif
11278810_15,train,data/tiff/train/11278810_15.tiff,data/tiff/train_labels/11278810_15.tif
11278825_15,train,data/tiff/train/11278825_15.tiff,data/tiff/train_labels/11278825_15.tif
11278855_15,train,data/tiff/train/11278855_15.tiff,data/tiff/train_labels/11278855_15.tif
11278870_15,train,data/tiff/train/11278870_15.tiff,data/tiff/train_labels/11278870_15.tif
11278885_15,train,data/tiff/train/11278885_15.tiff,data/tiff/train_labels/11278885_15.tif
11278900_15,train,data/tiff/train/11278900_15.tiff,data/tiff/train_labels/11278900_15.tif
11278915_15,train,data/tiff/train/11278915_15.tiff,data/tiff/train_labels/11278915_15.tif
11278930_15,train,data/tiff/train/11278930_15.tiff,data/tiff/train_labels/11278930_15.tif
11278945_15,train,data/tiff/train/11278945_15.tiff,data/tiff/train_labels/11278945_15.tif
11428660_15,train,data/tiff/train/11428660_15.tiff,data/tiff/train_labels/11428660_15.tif
11428675_15,train,data/tiff/train/11428675_15.tiff,data/tiff/train_labels/11428675_15.tif
11428690_15,train,data/tiff/train/11428690_15.tiff,data/tiff/train_labels/11428690_15.tif
11428705_15,train,data/tiff/train/11428705_15.tiff,data/tiff/train_labels/11428705_15.tif
11428720_15,train,data/tiff/train/11428720_15.tiff,data/tiff/train_labels/11428720_15.tif
11428735_15,train,data/tiff/train/11428735_15.tiff,data/tiff/train_labels/11428735_15.tif
11428750_15,train,data/tiff/train/11428750_15.tiff,data/tiff/train_labels/11428750_15.tif
11428765_15,train,data/tiff/train/11428765_15.tiff,data/tiff/train_labels/11428765_15.tif
11428780_15,train,data/tiff/train/11428780_15.tiff,data/tiff/train_labels/11428780_15.tif
11428795_15,train,data/tiff/train/11428795_15.tiff,data/tiff/train_labels/11428795_15.tif
11428810_15,train,data/tiff/train/11428810_15.tiff,data/tiff/train_labels/11428810_15.tif
11428825_15,train,data/tiff/train/11428825_15.tiff,data/tiff/train_labels/11428825_15.tif
11428840_15,train,data/tiff/train/11428840_15.tiff,data/tiff/train_labels/11428840_15.tif
11428855_15,train,data/tiff/train/11428855_15.tiff,data/tiff/train_labels/11428855_15.tif
11428930_15,train,data/tiff/train/11428930_15.tiff,data/tiff/train_labels/11428930_15.tif
11428945_15,train,data/tiff/train/11428945_15.tiff,data/tiff/train_labels/11428945_15.tif
11578660_15,train,data/tiff/train/11578660_15.tiff,data/tiff/train_labels/11578660_15.tif
11578675_15,train,data/tiff/train/11578675_15.tiff,data/tiff/train_labels/11578675_15.tif
11578690_15,train,data/tiff/train/11578690_15.tiff,data/tiff/train_labels/11578690_15.tif
11578705_15,train,data/tiff/train/11578705_15.tiff,data/tiff/train_labels/11578705_15.tif
11578720_15,train,data/tiff/train/11578720_15.tiff,data/tiff/train_labels/11578720_15.tif
11578735_15,train,data/tiff/train/11578735_15.tiff,data/tiff/train_labels/11578735_15.tif
11578750_15,train,data/tiff/train/11578750_15.tiff,data/tiff/train_labels/11578750_15.tif
11578765_15,train,data/tiff/train/11578765_15.tiff,data/tiff/train_labels/11578765_15.tif
11578780_15,train,data/tiff/train/11578780_15.tiff,data/tiff/train_labels/11578780_15.tif
11578795_15,train,data/tiff/train/11578795_15.tiff,data/tiff/train_labels/11578795_15.tif
11578810_15,train,data/tiff/train/11578810_15.tiff,data/tiff/train_labels/11578810_15.tif
11578825_15,train,data/tiff/train/11578825_15.tiff,data/tiff/train_labels/11578825_15.tif
11578840_15,train,data/tiff/train/11578840_15.tiff,data/tiff/train_labels/11578840_15.tif
11578855_15,train,data/tiff/train/11578855_15.tiff,data/tiff/train_labels/11578855_15.tif
11728660_15,train,data/tiff/train/11728660_15.tiff,data/tiff/train_labels/11728660_15.tif
11728675_15,train,data/tiff/train/11728675_15.tiff,data/tiff/train_labels/11728675_15.tif
11728690_15,train,data/tiff/train/11728690_15.tiff,data/tiff/train_labels/11728690_15.tif
11728705_15,train,data/tiff/train/11728705_15.tiff,data/tiff/train_labels/11728705_15.tif
11728720_15,train,data/tiff/train/11728720_15.tiff,data/tiff/train_labels/11728720_15.tif
11728735_15,train,data/tiff/train/11728735_15.tiff,data/tiff/train_labels/11728735_15.tif
11728750_15,train,data/tiff/train/11728750_15.tiff,data/tiff/train_labels/11728750_15.tif
11728765_15,train,data/tiff/train/11728765_15.tiff,data/tiff/train_labels/11728765_15.tif
11728780_15,train,data/tiff/train/11728780_15.tiff,data/tiff/train_labels/11728780_15.tif
11728795_15,train,data/tiff/train/11728795_15.tiff,data/tiff/train_labels/11728795_15.tif
11728810_15,train,data/tiff/train/11728810_15.tiff,data/tiff/train_labels/11728810_15.tif
11728840_15,train,data/tiff/train/11728840_15.tiff,data/tiff/train_labels/11728840_15.tif
11728855_15,train,data/tiff/train/11728855_15.tiff,data/tiff/train_labels/11728855_15.tif
11878660_15,train,data/tiff/train/11878660_15.tiff,data/tiff/train_labels/11878660_15.tif
11878675_15,train,data/tiff/train/11878675_15.tiff,data/tiff/train_labels/11878675_15.tif
11878690_15,train,data/tiff/train/11878690_15.tiff,data/tiff/train_labels/11878690_15.tif
11878705_15,train,data/tiff/train/11878705_15.tiff,data/tiff/train_labels/11878705_15.tif
11878720_15,train,data/tiff/train/11878720_15.tiff,data/tiff/train_labels/11878720_15.tif
11878735_15,train,data/tiff/train/11878735_15.tiff,data/tiff/train_labels/11878735_15.tif
11878750_15,train,data/tiff/train/11878750_15.tiff,data/tiff/train_labels/11878750_15.tif
11878765_15,train,data/tiff/train/11878765_15.tiff,data/tiff/train_labels/11878765_15.tif
11878780_15,train,data/tiff/train/11878780_15.tiff,data/tiff/train_labels/11878780_15.tif
11878795_15,train,data/tiff/train/11878795_15.tiff,data/tiff/train_labels/11878795_15.tif
12028660_15,train,data/tiff/train/12028660_15.tiff,data/tiff/train_labels/12028660_15.tif
12028675_15,train,data/tiff/train/12028675_15.tiff,data/tiff/train_labels/12028675_15.tif
12028690_15,train,data/tiff/train/12028690_15.tiff,data/tiff/train_labels/12028690_15.tif
12028705_15,train,data/tiff/train/12028705_15.tiff,data/tiff/train_labels/12028705_15.tif
12028720_15,train,data/tiff/train/12028720_15.tiff,data/tiff/train_labels/12028720_15.tif
12028735_15,train,data/tiff/train/12028735_15.tiff,data/tiff/train_labels/12028735_15.tif
12028750_15,train,data/tiff/train/12028750_15.tiff,data/tiff/train_labels/12028750_15.tif
12028765_15,train,data/tiff/train/12028765_15.tiff,data/tiff/train_labels/12028765_15.tif
12028780_15,train,data/tiff/train/12028780_15.tiff,data/tiff/train_labels/12028780_15.tif
12178705_15,train,data/tiff/train/12178705_15.tiff,data/tiff/train_labels/12178705_15.tif
12178720_15,train,data/tiff/train/12178720_15.tiff,data/tiff/train_labels/12178720_15.tif
12178735_15,train,data/tiff/train/12178735_15.tiff,data/tiff/train_labels/12178735_15.tif
12178750_15,train,data/tiff/train/12178750_15.tiff,data/tiff/train_labels/12178750_15.tif
12178765_15,train,data/tiff/train/12178765_15.tiff,data/tiff/train_labels/12178765_15.tif
12178780_15,train,data/tiff/train/12178780_15.tiff,data/tiff/train_labels/12178780_15.tif
12328720_15,train,data/tiff/train/12328720_15.tiff,data/tiff/train_labels/12328720_15.tif
12328735_15,train,data/tiff/train/12328735_15.tiff,data/tiff/train_labels/12328735_15.tif
12328765_15,train,data/tiff/train/12328765_15.tiff,data/tiff/train_labels/12328765_15.tif
12328780_15,train,data/tiff/train/12328780_15.tiff,data/tiff/train_labels/12328780_15.tif
12478720_15,train,data/tiff/train/12478720_15.tiff,data/tiff/train_labels/12478720_15.tif
12478735_15,train,data/tiff/train/12478735_15.tiff,data/tiff/train_labels/12478735_15.tif
12478750_15,train,data/tiff/train/12478750_15.tiff,data/tiff/train_labels/12478750_15.tif
12478765_15,train,data/tiff/train/12478765_15.tiff,data/tiff/train_labels/12478765_15.tif
12478780_15,train,data/tiff/train/12478780_15.tiff,data/tiff/train_labels/12478780_15.tif
12478795_15,train,data/tiff/train/12478795_15.tiff,data/tiff/train_labels/12478795_15.tif
12478810_15,train,data/tiff/train/12478810_15.tiff,data/tiff/train_labels/12478810_15.tif
12628735_15,train,data/tiff/train/12628735_15.tiff,data/tiff/train_labels/12628735_15.tif
12628750_15,train,data/tiff/train/12628750_15.tiff,data/tiff/train_labels/12628750_15.tif
12628765_15,train,data/tiff/train/12628765_15.tiff,data/tiff/train_labels/12628765_15.tif
12628780_15,train,data/tiff/train/12628780_15.tiff,data/tiff/train_labels/12628780_15.tif
12628795_15,train,data/tiff/train/12628795_15.tiff,data/tiff/train_labels/12628795_15.tif
12628810_15,train,data/tiff/train/12628810_15.tiff,data/tiff/train_labels/12628810_15.tif
15628825_15,train,data/tiff/train/15628825_15.tiff,data/tiff/train_labels/15628825_15.tif
15628840_15,train,data/tiff/train/15628840_15.tiff,data/tiff/train_labels/15628840_15.tif
15628855_15,train,data/tiff/train/15628855_15.tiff,data/tiff/train_labels/15628855_15.tif
15628870_15,train,data/tiff/train/15628870_15.tiff,data/tiff/train_labels/15628870_15.tif
15628885_15,train,data/tiff/train/15628885_15.tiff,data/tiff/train_labels/15628885_15.tif
15628900_15,train,data/tiff/train/15628900_15.tiff,data/tiff/train_labels/15628900_15.tif
15628915_15,train,data/tiff/train/15628915_15.tiff,data/tiff/train_labels/15628915_15.tif
15628930_15,train,data/tiff/train/15628930_15.tiff,data/tiff/train_labels/15628930_15.tif
15628945_15,train,data/tiff/train/15628945_15.tiff,data/tiff/train_labels/15628945_15.tif
15628960_15,train,data/tiff/train/15628960_15.tiff,data/tiff/train_labels/15628960_15.tif
15778825_15,train,data/tiff/train/15778825_15.tiff,data/tiff/train_labels/15778825_15.tif
15778840_15,train,data/tiff/train/15778840_15.tiff,data/tiff/train_labels/15778840_15.tif
15778855_15,train,data/tiff/train/15778855_15.tiff,data/tiff/train_labels/15778855_15.tif
15778870_15,train,data/tiff/train/15778870_15.tiff,data/tiff/train_labels/15778870_15.tif
15778885_15,train,data/tiff/train/15778885_15.tiff,data/tiff/train_labels/15778885_15.tif
15778900_15,train,data/tiff/train/15778900_15.tiff,data/tiff/train_labels/15778900_15.tif
15778915_15,train,data/tiff/train/15778915_15.tiff,data/tiff/train_labels/15778915_15.tif
15778930_15,train,data/tiff/train/15778930_15.tiff,data/tiff/train_labels/15778930_15.tif
15778945_15,train,data/tiff/train/15778945_15.tiff,data/tiff/train_labels/15778945_15.tif
15778960_15,train,data/tiff/train/15778960_15.tiff,data/tiff/train_labels/15778960_15.tif
15928825_15,train,data/tiff/train/15928825_15.tiff,data/tiff/train_labels/15928825_15.tif
15928840_15,train,data/tiff/train/15928840_15.tiff,data/tiff/train_labels/15928840_15.tif
15928870_15,train,data/tiff/train/15928870_15.tiff,data/tiff/train_labels/15928870_15.tif
15928885_15,train,data/tiff/train/15928885_15.tiff,data/tiff/train_labels/15928885_15.tif
15928900_15,train,data/tiff/train/15928900_15.tiff,data/tiff/train_labels/15928900_15.tif
15928915_15,train,data/tiff/train/15928915_15.tiff,data/tiff/train_labels/15928915_15.tif
15928930_15,train,data/tiff/train/15928930_15.tiff,data/tiff/train_labels/15928930_15.tif
15928945_15,train,data/tiff/train/15928945_15.tiff,data/tiff/train_labels/15928945_15.tif
15928960_15,train,data/tiff/train/15928960_15.tiff,data/tiff/train_labels/15928960_15.tif
16078825_15,train,data/tiff/train/16078825_15.tiff,data/tiff/train_labels/16078825_15.tif
16078840_15,train,data/tiff/train/16078840_15.tiff,data/tiff/train_labels/16078840_15.tif
16078855_15,train,data/tiff/train/16078855_15.tiff,data/tiff/train_labels/16078855_15.tif
16078885_15,train,data/tiff/train/16078885_15.tiff,data/tiff/train_labels/16078885_15.tif
16078900_15,train,data/tiff/train/16078900_15.tiff,data/tiff/train_labels/16078900_15.tif
16078915_15,train,data/tiff/train/16078915_15.tiff,data/tiff/train_labels/16078915_15.tif
16078930_15,train,data/tiff/train/16078930_15.tiff,data/tiff/train_labels/16078930_15.tif
16078945_15,train,data/tiff/train/16078945_15.tiff,data/tiff/train_labels/16078945_15.tif
16078960_15,train,data/tiff/train/16078960_15.tiff,data/tiff/train_labels/16078960_15.tif
16228825_15,train,data/tiff/train/16228825_15.tiff,data/tiff/train_labels/16228825_15.tif
16228840_15,train,data/tiff/train/16228840_15.tiff,data/tiff/train_labels/16228840_15.tif
16228855_15,train,data/tiff/train/16228855_15.tiff,data/tiff/train_labels/16228855_15.tif
16228870_15,train,data/tiff/train/16228870_15.tiff,data/tiff/train_labels/16228870_15.tif
16228885_15,train,data/tiff/train/16228885_15.tiff,data/tiff/train_labels/16228885_15.tif
16228900_15,train,data/tiff/train/16228900_15.tiff,data/tiff/train_labels/16228900_15.tif
16228915_15,train,data/tiff/train/16228915_15.tiff,data/tiff/train_labels/16228915_15.tif
16228930_15,train,data/tiff/train/16228930_15.tiff,data/tiff/train_labels/16228930_15.tif
16228945_15,train,data/tiff/train/16228945_15.tiff,data/tiff/train_labels/16228945_15.tif
16228960_15,train,data/tiff/train/16228960_15.tiff,data/tiff/train_labels/16228960_15.tif
16378825_15,train,data/tiff/train/16378825_15.tiff,data/tiff/train_labels/16378825_15.tif
16378840_15,train,data/tiff/train/16378840_15.tiff,data/tiff/train_labels/16378840_15.tif
16378855_15,train,data/tiff/train/16378855_15.tiff,data/tiff/train_labels/16378855_15.tif
16828900_15,train,data/tiff/train/16828900_15.tiff,data/tiff/train_labels/16828900_15.tif
16828915_15,train,data/tiff/train/16828915_15.tiff,data/tiff/train_labels/16828915_15.tif
16828930_15,train,data/tiff/train/16828930_15.tiff,data/tiff/train_labels/16828930_15.tif
16978870_15,train,data/tiff/train/16978870_15.tiff,data/tiff/train_labels/16978870_15.tif
16978885_15,train,data/tiff/train/16978885_15.tiff,data/tiff/train_labels/16978885_15.tif
16978915_15,train,data/tiff/train/16978915_15.tiff,data/tiff/train_labels/16978915_15.tif
16978930_15,train,data/tiff/train/16978930_15.tiff,data/tiff/train_labels/16978930_15.tif
16978945_15,train,data/tiff/train/16978945_15.tiff,data/tiff/train_labels/16978945_15.tif
17128870_15,train,data/tiff/train/17128870_15.tiff,data/tiff/train_labels/17128870_15.tif
17128885_15,train,data/tiff/train/17128885_15.tiff,data/tiff/train_labels/17128885_15.tif
17128900_15,train,data/tiff/train/17128900_15.tiff,data/tiff/train_labels/17128900_15.tif
17128915_15,train,data/tiff/train/17128915_15.tiff,data/tiff/train_labels/17128915_15.tif
17128930_15,train,data/tiff/train/17128930_15.tiff,data/tiff/train_labels/17128930_15.tif
17128945_15,train,data/tiff/train/17128945_15.tiff,data/tiff/train_labels/17128945_15.tif
17128960_15,train,data/tiff/train/17128960_15.tiff,data/tiff/train_labels/17128960_15.tif
17278750_15,train,data/tiff/train/17278750_15.tiff,data/tiff/train_labels/17278750_15.tif
17278765_15,train,data/tiff/train/17278765_15.tiff,data/tiff/train_labels/17278765_15.tif
17278780_15,train,data/tiff/train/17278780_15.tiff,data/tiff/train_labels/17278780_15.tif
17278870_15,train,data/tiff/train/17278870_15.tiff,data/tiff/train_labels/17278870_15.tif
17278885_15,train,data/tiff/train/17278885_15.tiff,data/tiff/train_labels/17278885_15.tif
17278900_15,train,data/tiff/train/17278900_15.tiff,data/tiff/train_labels/17278900_15.tif
17278915_15,train,data/tiff/train/17278915_15.tiff,data/tiff/train_labels/17278915_15.tif
17278930_15,train,data/tiff/train/17278930_15.tiff,data/tiff/train_labels/17278930_15.tif
17278945_15,train,data/tiff/train/17278945_15.tiff,data/tiff/train_labels/17278945_15.tif
17278960_15,train,data/tiff/train/17278960_15.tiff,data/tiff/train_labels/17278960_15.tif
17428735_15,train,data/tiff/train/17428735_15.tiff,data/tiff/train_labels/17428735_15.tif
17428750_15,train,data/tiff/train/17428750_15.tiff,data/tiff/train_labels/17428750_15.tif
17428765_15,train,data/tiff/train/17428765_15.tiff,data/tiff/train_labels/17428765_15.tif
17428780_15,train,data/tiff/train/17428780_15.tiff,data/tiff/train_labels/17428780_15.tif
17428855_15,train,data/tiff/train/17428855_15.tiff,data/tiff/train_labels/17428855_15.tif
17428870_15,train,data/tiff/train/17428870_15.tiff,data/tiff/train_labels/17428870_15.tif
17428885_15,train,data/tiff/train/17428885_15.tiff,data/tiff/train_labels/17428885_15.tif
17428900_15,train,data/tiff/train/17428900_15.tiff,data/tiff/train_labels/17428900_15.tif
17428915_15,train,data/tiff/train/17428915_15.tiff,data/tiff/train_labels/17428915_15.tif
17428930_15,train,data/tiff/train/17428930_15.tiff,data/tiff/train_labels/17428930_15.tif
17428945_15,train,data/tiff/train/17428945_15.tiff,data/tiff/train_labels/17428945_15.tif
17428960_15,train,data/tiff/train/17428960_15.tiff,data/tiff/train_labels/17428960_15.tif
17428975_15,train,data/tiff/train/17428975_15.tiff,data/tiff/train_labels/17428975_15.tif
17578720_15,train,data/tiff/train/17578720_15.tiff,data/tiff/train_labels/17578720_15.tif
17578735_15,train,data/tiff/train/17578735_15.tiff,data/tiff/train_labels/17578735_15.tif
17578750_15,train,data/tiff/train/17578750_15.tiff,data/tiff/train_labels/17578750_15.tif
17578765_15,train,data/tiff/train/17578765_15.tiff,data/tiff/train_labels/17578765_15.tif
17578780_15,train,data/tiff/train/17578780_15.tiff,data/tiff/train_labels/17578780_15.tif
17578795_15,train,data/tiff/train/17578795_15.tiff,data/tiff/train_labels/17578795_15.tif
